"","PlayerScoreID","Week","Score","PlayerID"
"1",1,1,35.1,1091
"2",2,1,32.8,1564
"3",3,1,32.4,964
"4",4,1,32.2,1826
"5",5,1,31.6,1555
"6",6,1,31.4,1575
"7",7,1,30.5,416
"8",8,1,28.7,429
"9",9,1,28.6,1570
"10",10,1,28.3,1012
"11",11,1,28,1861
"12",12,1,27.6,715
"13",13,1,27,2159
"14",14,1,26,443
"15",15,1,25.7,454
"16",16,1,25.6,489
"17",17,1,24.9,497
"18",18,1,24,460
"19",19,1,23,1035
"20",20,1,22.6,1822
"21",21,1,22.2,877
"22",22,1,21.9,1275
"23",23,1,21.6,869
"24",24,1,21.5,462
"25",25,1,21.5,1126
"26",26,1,21.3,685
"27",27,1,21.1,643
"28",28,1,21,207
"29",29,1,21,219
"30",30,1,20.2,752
"31",31,1,20.2,1096
"32",32,1,20.2,1844
"33",33,1,20.1,1292
"34",34,1,20.1,1271
"35",35,1,20,410
"36",36,1,19.8,791
"37",37,1,19.6,708
"38",38,1,19.6,510
"39",39,1,19.4,2173
"40",40,1,19.3,1573
"41",41,1,19,203
"42",42,1,18.4,1309
"43",43,1,18.3,1823
"44",44,1,18.2,1648
"45",45,1,18.2,576
"46",46,1,18,220
"47",47,1,18,1118
"48",48,1,18,200
"49",49,1,17.9,1304
"50",50,1,17.9,1543
"51",51,1,17.8,1196
"52",52,1,17.6,900
"53",53,1,17.6,1279
"54",54,1,17.4,612
"55",55,1,17.1,979
"56",56,1,17,197
"57",57,1,16.8,903
"58",58,1,16.6,1845
"59",59,1,16.5,679
"60",60,1,16.5,523
"61",61,1,16.4,500
"62",62,1,16.3,2158
"63",63,1,16.3,537
"64",64,1,16.2,782
"65",65,1,16.2,1727
"66",66,1,16,1181
"67",67,1,16,223
"68",68,1,15.8,1297
"69",69,1,15.8,2201
"70",70,1,15.6,1494
"71",71,1,15.3,1859
"72",72,1,15,195
"73",73,1,15,1696
"74",74,1,15,1451
"75",75,1,14.8,1538
"76",76,1,14.8,1122
"77",77,1,14.8,519
"78",78,1,14.7,459
"79",79,1,14.7,1848
"80",80,1,14.6,1939
"81",81,1,14.5,476
"82",82,1,14.5,975
"83",83,1,14.2,1093
"84",84,1,14.2,547
"85",85,1,14.1,1913
"86",86,1,14,1273
"87",87,1,14,222
"88",88,1,13.7,1542
"89",89,1,13.5,813
"90",90,1,13.4,1425
"91",91,1,13.4,749
"92",92,1,13.3,584
"93",93,1,13,204
"94",94,1,13,956
"95",95,1,13,209
"96",96,1,12.8,1294
"97",97,1,12.6,1526
"98",98,1,12.5,2189
"99",99,1,12.4,499
"100",100,1,12.3,1113
"101",101,1,12.3,830
"102",102,1,12.2,1129
"103",103,1,12.1,709
"104",104,1,12.1,1406
"105",105,1,12,1742
"106",106,1,12,193
"107",107,1,11.8,882
"108",108,1,11.8,932
"109",109,1,11.7,795
"110",110,1,11.7,954
"111",111,1,11.7,1534
"112",112,1,11.7,1811
"113",113,1,11.5,2178
"114",114,1,11.5,1088
"115",115,1,11.3,1156
"116",116,1,11.3,1081
"117",117,1,11.2,873
"118",118,1,11.1,1809
"119",119,1,11.1,1741
"120",120,1,11,214
"121",121,1,11,1546
"122",122,1,10.7,1307
"123",123,1,10.6,1810
"124",124,1,10.5,1234
"125",125,1,10.5,1562
"126",126,1,10.4,458
"127",127,1,10.4,720
"128",128,1,10.3,1125
"129",129,1,10.2,787
"130",130,1,10,1119
"131",131,1,10,198
"132",132,1,9.9,1843
"133",133,1,9.8,799
"134",134,1,9.8,1171
"135",135,1,9.8,909
"136",136,1,9.7,2171
"137",137,1,9.7,2193
"138",138,1,9.7,1165
"139",139,1,9.7,1276
"140",140,1,9.6,755
"141",141,1,9.5,1548
"142",142,1,9.5,1306
"143",143,1,9.4,1847
"144",144,1,9.3,1842
"145",145,1,9.1,504
"146",146,1,9,212
"147",147,1,9,2049
"148",148,1,8.8,1556
"149",149,1,8.8,1735
"150",150,1,8.8,1576
"151",151,1,8.7,779
"152",152,1,8.5,1282
"153",153,1,8.3,1192
"154",154,1,8.2,605
"155",155,1,8,2170
"156",156,1,8,211
"157",157,1,8,201
"158",158,1,7.9,1563
"159",159,1,7.7,1829
"160",160,1,7.7,535
"161",161,1,7.7,2169
"162",162,1,7.6,1572
"163",163,1,7.6,439
"164",164,1,7.4,2205
"165",165,1,7.4,613
"166",166,1,7.3,2069
"167",167,1,7.1,636
"168",168,1,7,1471
"169",169,1,7,216
"170",170,1,6.9,1454
"171",171,1,6.8,730
"172",172,1,6.8,1941
"173",173,1,6.7,1479
"174",174,1,6.6,977
"175",175,1,6.6,395
"176",176,1,6.5,1545
"177",177,1,6.5,2206
"178",178,1,6.4,916
"179",179,1,6.4,430
"180",180,1,6.4,1283
"181",181,1,6.3,595
"182",182,1,6.1,1005
"183",183,1,6.1,1030
"184",184,1,6,206
"185",185,1,6,196
"186",186,1,6,210
"187",187,1,5.9,604
"188",188,1,5.9,591
"189",189,1,5.9,555
"190",190,1,5.9,1988
"191",191,1,5.7,811
"192",192,1,5.7,1675
"193",193,1,5.5,1462
"194",194,1,5.5,2035
"195",195,1,5.5,1825
"196",196,1,5.5,1000
"197",197,1,5.4,1255
"198",198,1,5.4,1295
"199",199,1,5.3,1296
"200",200,1,5.3,1836
"201",201,1,5.2,1467
"202",202,1,5.1,1769
"203",203,1,5.1,505
"204",204,1,5,215
"205",205,1,5,218
"206",206,1,5,208
"207",207,1,4.9,728
"208",208,1,4.9,467
"209",209,1,4.8,1919
"210",210,1,4.7,1561
"211",211,1,4.7,1711
"212",212,1,4.6,1045
"213",213,1,4.5,899
"214",214,1,4.5,701
"215",215,1,4.5,1747
"216",216,1,4.4,2177
"217",217,1,4.4,759
"218",218,1,4.3,2349
"219",219,1,4.3,1942
"220",220,1,4.2,2488
"221",221,1,4.2,594
"222",222,1,4.1,1360
"223",223,1,4.1,1284
"224",224,1,4,1456
"225",225,1,4,2089
"226",226,1,4,838
"227",227,1,3.9,1852
"228",228,1,3.9,1305
"229",229,1,3.9,390
"230",230,1,3.9,664
"231",231,1,3.8,1539
"232",232,1,3.8,1813
"233",233,1,3.7,1846
"234",234,1,3.7,1301
"235",235,1,3.7,1231
"236",236,1,3.7,696
"237",237,1,3.6,1121
"238",238,1,3.5,1308
"239",239,1,3.4,2363
"240",240,1,3.4,1531
"241",241,1,3.4,2513
"242",242,1,3.3,411
"243",243,1,3.3,2087
"244",244,1,3.2,529
"245",245,1,3.1,2060
"246",246,1,3,224
"247",247,1,3,2274
"248",248,1,3,202
"249",249,1,3,2411
"250",250,1,2.9,2101
"251",251,1,2.8,1170
"252",252,1,2.8,761
"253",253,1,2.8,2180
"254",254,1,2.8,1703
"255",255,1,2.8,1293
"256",256,1,2.8,1443
"257",257,1,2.8,556
"258",258,1,2.7,420
"259",259,1,2.6,2484
"260",260,1,2.5,1862
"261",261,1,2.5,1856
"262",262,1,2.5,569
"263",263,1,2.5,1968
"264",264,1,2.5,2224
"265",265,1,2.5,1651
"266",266,1,2.4,1438
"267",267,1,2.3,1021
"268",268,1,2.3,1440
"269",269,1,2.2,1560
"270",270,1,2.2,2175
"271",271,1,2.1,1106
"272",272,1,2.1,625
"273",273,1,2.1,1828
"274",274,1,2.1,1908
"275",275,1,2.1,1547
"276",276,1,1.9,2223
"277",277,1,1.9,1549
"278",278,1,1.9,970
"279",279,1,1.8,1912
"280",280,1,1.8,1448
"281",281,1,1.8,1736
"282",282,1,1.8,714
"283",283,1,1.8,2008
"284",284,1,1.8,689
"285",285,1,1.6,1116
"286",286,1,1.6,1567
"287",287,1,1.6,650
"288",288,1,1.5,2199
"289",289,1,1.5,2420
"290",290,1,1.5,1581
"291",291,1,1.5,1792
"292",292,1,1.4,1577
"293",293,1,1.4,1286
"294",294,1,1.4,922
"295",295,1,1.4,1582
"296",296,1,1.4,1827
"297",297,1,1.3,1383
"298",298,1,1.3,2033
"299",299,1,1.2,2202
"300",300,1,1.1,2181
"301",301,1,1.1,1193
"302",302,1,1.1,1558
"303",303,1,1.1,681
"304",304,1,1.1,1533
"305",305,1,1.1,2228
"306",306,1,1,217
"307",307,1,1,1175
"308",308,1,1,1046
"309",309,1,1,194
"310",310,1,0.9,1261
"311",311,1,0.8,533
"312",312,1,0.8,937
"313",313,1,0.6,2282
"314",314,1,0.5,2187
"315",315,1,0.4,1268
"316",316,1,0.2,1772
"317",317,1,0.2,1710
"318",318,1,0.2,1011
"319",319,1,0.1,2174
"320",320,1,0,571
"321",321,1,0,2021
"322",322,1,0,736
"323",323,1,0,860
"324",324,1,0,637
"325",325,1,0,2046
"326",326,1,0,1117
"327",327,1,0,1264
"328",328,1,0,870
"329",329,1,0,2457
"330",330,1,0,1774
"331",331,1,0,403
"332",332,1,0,816
"333",333,1,0,1553
"334",334,1,0,2219
"335",335,1,0,2312
"336",336,1,0,2053
"337",337,1,0,1578
"338",338,1,0,2409
"339",339,1,0,2496
"340",340,1,0,2198
"341",341,1,0,2371
"342",342,1,0,2057
"343",343,1,0,2499
"344",344,1,0,1470
"345",345,1,0,1183
"346",346,1,0,1186
"347",347,1,0,1461
"348",348,1,0,2275
"349",349,1,0,1206
"350",350,1,0,1760
"351",351,1,0,1868
"352",352,1,0,1527
"353",353,1,0,2464
"354",354,1,0,1778
"355",355,1,0,1054
"356",356,1,0,600
"357",357,1,0,1838
"358",358,1,0,1245
"359",359,1,0,1303
"360",360,1,0,1765
"361",361,1,0,987
"362",362,1,0,1158
"363",363,1,0,1854
"364",364,1,0,2002
"365",365,1,0,694
"366",366,1,0,2095
"367",367,1,0,2003
"368",368,1,0,998
"369",369,1,0,793
"370",370,1,0,1688
"371",371,1,0,738
"372",372,1,0,1501
"373",373,1,0,990
"374",374,1,0,1017
"375",375,1,0,2492
"376",376,1,0,1940
"377",377,1,0,660
"378",378,1,0,2385
"379",379,1,0,2144
"380",380,1,0,1551
"381",381,1,0,1916
"382",382,1,0,2346
"383",383,1,0,2230
"384",384,1,0,1866
"385",385,1,0,2348
"386",386,1,0,1734
"387",387,1,0,843
"388",388,1,0,992
"389",389,1,0,2091
"390",390,1,0,1574
"391",391,1,0,2051
"392",392,1,0,852
"393",393,1,0,2343
"394",394,1,0,1505
"395",395,1,0,2281
"396",396,1,0,1744
"397",397,1,0,2231
"398",398,1,0,518
"399",399,1,0,642
"400",400,1,0,984
"401",401,1,0,884
"402",402,1,0,2194
"403",403,1,0,2337
"404",404,1,0,1464
"405",405,1,0,829
"406",406,1,0,1285
"407",407,1,0,2127
"408",408,1,0,2327
"409",409,1,0,1803
"410",410,1,0,1413
"411",411,1,0,773
"412",412,1,0,1014
"413",413,1,0,733
"414",414,1,0,2058
"415",415,1,0,1208
"416",416,1,0,2356
"417",417,1,0,1039
"418",418,1,0,721
"419",419,1,0,1223
"420",420,1,0,1502
"421",421,1,0,2279
"422",422,1,0,883
"423",423,1,0,1463
"424",424,1,0,1728
"425",425,1,0,1909
"426",426,1,0,858
"427",427,1,0,2179
"428",428,1,0,475
"429",429,1,0,855
"430",430,1,0,1143
"431",431,1,0,548
"432",432,1,-0.5,1814
"433",433,1,-1,221
"434",434,1,-1,199
"435",435,1,-1.7,1290
"436",436,1,-3,213
"437",437,1,-3,205
"438",438,2,37.2,459
"439",439,2,36.5,1012
"440",440,2,34.3,462
"441",441,2,33.9,869
"442",442,2,33.5,1846
"443",443,2,32.9,416
"444",444,2,31.2,547
"445",445,2,29.8,1113
"446",446,2,29.8,1813
"447",447,2,29.3,1093
"448",448,2,28.7,975
"449",449,2,28.4,1196
"450",450,2,27.6,1273
"451",451,2,27.6,2180
"452",452,2,27.6,1847
"453",453,2,26.5,1304
"454",454,2,26.5,1091
"455",455,2,26.1,779
"456",456,2,26,1106
"457",457,2,25.8,1942
"458",458,2,25.4,689
"459",459,2,25.2,1845
"460",460,2,25,411
"461",461,2,25,203
"462",462,2,24.7,497
"463",463,2,24.3,604
"464",464,2,24.3,964
"465",465,2,24.3,1811
"466",466,2,24.1,1279
"467",467,2,23.9,2193
"468",468,2,23.8,1181
"469",469,2,23.7,1126
"470",470,2,23.7,954
"471",471,2,23.1,576
"472",472,2,23,199
"473",473,2,23,429
"474",474,2,22.9,458
"475",475,2,22.8,395
"476",476,2,22.3,782
"477",477,2,22.2,1234
"478",478,2,22,708
"479",479,2,20.8,1088
"480",480,2,20.6,2158
"481",481,2,20,1844
"482",482,2,19.7,1809
"483",483,2,19.7,1121
"484",484,2,19.6,1122
"485",485,2,19.6,956
"486",486,2,19.6,1848
"487",487,2,19.4,556
"488",488,2,19.2,605
"489",489,2,19,211
"490",490,2,18.8,519
"491",491,2,18.7,2159
"492",492,2,18.7,685
"493",493,2,18.4,1546
"494",494,2,18,1838
"495",495,2,18,439
"496",496,2,17.7,799
"497",497,2,17.7,1696
"498",498,2,17.5,1119
"499",499,2,17.5,1425
"500",500,2,17,208
"501",501,2,16.9,1538
"502",502,2,16.7,1810
"503",503,2,16.5,460
"504",504,2,16.4,877
"505",505,2,16.4,937
"506",506,2,15.9,1829
"507",507,2,15.7,1549
"508",508,2,15.5,752
"509",509,2,15.3,1859
"510",510,2,15,1561
"511",511,2,14.9,1575
"512",512,2,14.7,2087
"513",513,2,14.6,795
"514",514,2,14.6,410
"515",515,2,14.5,715
"516",516,2,14.4,504
"517",517,2,14.3,749
"518",518,2,14.2,1573
"519",519,2,14.1,613
"520",520,2,14.1,1276
"521",521,2,14,916
"522",522,2,14,197
